id,sender,subject,body,text,label,label_numeric
safe-0292,notifications@calendar.example,Welcome to Our Newsletter,"Hello, A new software update is available with performance improvements. Your existing password and account settings remain unchanged. Regards, The Support Team. Message reference: SAFE-0292.","Welcome to Our Newsletter Hello, A new software update is available with performance improvements. Your existing password and account settings remain unchanged. Regards, The Support Team. Message reference: SAFE-0292.",safe,0
safe-0402,manager@company.example,Employee Training Schedule,"Hello, This message contains the agenda for our upcoming meeting. We appreciate your continued participation. Regards, Account Services. Message reference: SAFE-0402.","Employee Training Schedule Hello, This message contains the agenda for our upcoming meeting. We appreciate your continued participation. Regards, Account Services. Message reference: SAFE-0402.",safe,0
safe-0206,hr@company.example,Employee Training Schedule,"Hello, Your monthly statement is now available for review. You may ignore this message if you have already completed the task. Regards, The Support Team. Message reference: SAFE-0206.","Employee Training Schedule Hello, Your monthly statement is now available for review. You may ignore this message if you have already completed the task. Regards, The Support Team. Message reference: SAFE-0206.",safe,0
safe-0277,team@project.example,Reminder: Upcoming Team Meeting,"Hello, A new software update is available with performance improvements. You can review the information from your normal account dashboard. Thank you, Human Resources. Message reference: SAFE-0277.","Reminder: Upcoming Team Meeting Hello, A new software update is available with performance improvements. You can review the information from your normal account dashboard. Thank you, Human Resources. Message reference: SAFE-0277.",safe,0
phishing-0248,admin@secure-login-update.com,Confirm Your Banking Information,"Dear Customer, Your identity information requires immediate verification. Confirm your delivery address: http://refund-processing.example/verify. This request will expire within 24 hours. Reference ID: PH-0248.","Confirm Your Banking Information Dear Customer, Your identity information requires immediate verification. Confirm your delivery address: http://refund-processing.example/verify. This request will expire within 24 hours. Reference ID: PH-0248.",phishing,1
safe-0242,newsletter@company.example,Thank You for Your Feedback,"Hello, This is a reminder about the scheduled team meeting. The attached summary contains the latest approved information. Sincerely, Customer Support. Message reference: SAFE-0242.","Thank You for Your Feedback Hello, This is a reminder about the scheduled team meeting. The attached summary contains the latest approved information. Sincerely, Customer Support. Message reference: SAFE-0242.",safe,0
safe-0187,team@project.example,Team Performance Summary,"Hello, The project team completed this week's planned activities. The attached summary contains the latest approved information. Best regards, Project Management. Message reference: SAFE-0187.","Team Performance Summary Hello, The project team completed this week's planned activities. The attached summary contains the latest approved information. Best regards, Project Management. Message reference: SAFE-0187.",safe,0
safe-0428,team@project.example,Monthly Subscription Receipt,"Hello, A new software update is available with performance improvements. You may ignore this message if you have already completed the task. Thanks, The Community Team. Message reference: SAFE-0428.","Monthly Subscription Receipt Hello, A new software update is available with performance improvements. You may ignore this message if you have already completed the task. Thanks, The Community Team. Message reference: SAFE-0428.",safe,0
safe-0471,manager@company.example,Thank You for Your Feedback,"Hello, Your monthly statement is now available for review. You may ignore this message if you have already completed the task. Regards, The Support Team. Message reference: SAFE-0471.","Thank You for Your Feedback Hello, Your monthly statement is now available for review. You may ignore this message if you have already completed the task. Regards, The Support Team. Message reference: SAFE-0471.",safe,0
safe-0239,billing@subscription.example,Weekly Project Update,"Hello, A new software update is available with performance improvements. You may ignore this message if you have already completed the task. Thanks, The Community Team. Message reference: SAFE-0239.","Weekly Project Update Hello, A new software update is available with performance improvements. You may ignore this message if you have already completed the task. Thanks, The Community Team. Message reference: SAFE-0239.",safe,0
safe-0378,support@trusted-service.example,Thank You for Your Feedback,"Hello, Your monthly statement is now available for review. You can review the information from your normal account dashboard. Sincerely, Customer Support. Message reference: SAFE-0378.","Thank You for Your Feedback Hello, Your monthly statement is now available for review. You can review the information from your normal account dashboard. Sincerely, Customer Support. Message reference: SAFE-0378.",safe,0
safe-0168,events@community.example,Thank You for Your Feedback,"Hello, Thank you for subscribing to our newsletter. You may ignore this message if you have already completed the task. Thanks, The Community Team. Message reference: SAFE-0168.","Thank You for Your Feedback Hello, Thank you for subscribing to our newsletter. You may ignore this message if you have already completed the task. Thanks, The Community Team. Message reference: SAFE-0168.",safe,0
phishing-0408,security@unknown-bank-alert.com,Your Mailbox Storage Is Full,"Dear Customer, Your mailbox will be disabled because it has exceeded its storage limit. Sign in to prevent permanent account closure: http://192.168.1.10/login/verify-account. This is your final security warning. Reference ID: PH-0408.","Your Mailbox Storage Is Full Dear Customer, Your mailbox will be disabled because it has exceeded its storage limit. Sign in to prevent permanent account closure: http://192.168.1.10/login/verify-account. This is your final security warning. Reference ID: PH-0408.",phishing,1
phishing-0467,delivery@parcel-update-alert.com,Security Alert: Password Confirmation Required,"Dear Customer, Your recent payment could not be processed. Validate your identity within 24 hours: http://mailbox-validation.example/signin. Failure to respond may result in permanent suspension. Reference ID: PH-0467.","Security Alert: Password Confirmation Required Dear Customer, Your recent payment could not be processed. Validate your identity within 24 hours: http://mailbox-validation.example/signin. Failure to respond may result in permanent suspension. Reference ID: PH-0467.",phishing,1
safe-0209,hr@company.example,Community Event Invitation,"Hello, Here is the latest update from our team. Your existing password and account settings remain unchanged. Thanks, The Community Team. Message reference: SAFE-0209.","Community Event Invitation Hello, Here is the latest update from our team. Your existing password and account settings remain unchanged. Thanks, The Community Team. Message reference: SAFE-0209.",safe,0
safe-0111,newsletter@company.example,Thank You for Your Feedback,"Hello, The project team completed this week's planned activities. Your existing password and account settings remain unchanged. Regards, Account Services. Message reference: SAFE-0111.","Thank You for Your Feedback Hello, The project team completed this week's planned activities. Your existing password and account settings remain unchanged. Regards, Account Services. Message reference: SAFE-0111.",safe,0
phishing-0204,security@unknown-bank-alert.com,Package Delivery Failed,"Dear Customer, You have been selected to receive a limited reward. Validate your identity within 24 hours: http://192.168.1.10/login/verify-account. Ignoring this message may result in account closure. Reference ID: PH-0204.","Package Delivery Failed Dear Customer, You have been selected to receive a limited reward. Validate your identity within 24 hours: http://192.168.1.10/login/verify-account. Ignoring this message may result in account closure. Reference ID: PH-0204.",phishing,1
safe-0190,notifications@calendar.example,Team Performance Summary,"Hello, The project team completed this week's planned activities. Please contact your manager if you have any questions. Regards, The Support Team. Message reference: SAFE-0190.","Team Performance Summary Hello, The project team completed this week's planned activities. Please contact your manager if you have any questions. Regards, The Support Team. Message reference: SAFE-0190.",safe,0
phishing-0015,billing@payment-review-alert.com,Your Mailbox Storage Is Full,"Dear Customer, Your account has temporarily been suspended. Confirm your account information now: http://refund-processing.example/verify. Failure to respond may result in permanent suspension. Reference ID: PH-0015.","Your Mailbox Storage Is Full Dear Customer, Your account has temporarily been suspended. Confirm your account information now: http://refund-processing.example/verify. Failure to respond may result in permanent suspension. Reference ID: PH-0015.",phishing,1
safe-0409,notifications@calendar.example,Meeting Agenda for Tomorrow,"Hello, A new software update is available with performance improvements. You may ignore this message if you have already completed the task. Thanks, The Community Team. Message reference: SAFE-0409.","Meeting Agenda for Tomorrow Hello, A new software update is available with performance improvements. You may ignore this message if you have already completed the task. Thanks, The Community Team. Message reference: SAFE-0409.",safe,0
phishing-0106,support@account-verification.net,Tax Refund Confirmation Required,"Dear Customer, Your package cannot be delivered until your address is confirmed. Confirm your delivery address: http://192.168.1.10/login/verify-account. Ignoring this message may result in account closure. Reference ID: PH-0106.","Tax Refund Confirmation Required Dear Customer, Your package cannot be delivered until your address is confirmed. Confirm your delivery address: http://192.168.1.10/login/verify-account. Ignoring this message may result in account closure. Reference ID: PH-0106.",phishing,1
safe-0072,orders@shop.example,Community Event Invitation,"Hello, Here is the latest update from our team. You can review the information from your normal account dashboard. Thank you, Human Resources. Message reference: SAFE-0072.","Community Event Invitation Hello, Here is the latest update from our team. You can review the information from your normal account dashboard. Thank you, Human Resources. Message reference: SAFE-0072.",safe,0
phishing-0091,notice@tax-refund-review.com,Your Payment Was Declined,"Dear Customer, Your package cannot be delivered until your address is confirmed. Submit your banking information to receive the refund: http://192.168.1.10/login/verify-account. This is your final security warning. Reference ID: PH-0091.","Your Payment Was Declined Dear Customer, Your package cannot be delivered until your address is confirmed. Submit your banking information to receive the refund: http://192.168.1.10/login/verify-account. This is your final security warning. Reference ID: PH-0091.",phishing,1
safe-0138,support@trusted-service.example,Employee Training Schedule,"Hello, This message contains the agenda for our upcoming meeting. The meeting will take place during normal business hours. Thanks, The Community Team. Message reference: SAFE-0138.","Employee Training Schedule Hello, This message contains the agenda for our upcoming meeting. The meeting will take place during normal business hours. Thanks, The Community Team. Message reference: SAFE-0138.",safe,0
safe-0007,manager@company.example,Software Update Release Notes,"Hello, The project team completed this week's planned activities. The attached summary contains the latest approved information. Regards, Account Services. Message reference: SAFE-0007.","Software Update Release Notes Hello, The project team completed this week's planned activities. The attached summary contains the latest approved information. Regards, Account Services. Message reference: SAFE-0007.",safe,0
phishing-0411,security@unknown-bank-alert.com,Immediate Action Required,"Dear Customer, You have been selected to receive a limited reward. Sign in to prevent permanent account closure: http://account-security-check.example/login. Act immediately to avoid interruption of service. Reference ID: PH-0411.","Immediate Action Required Dear Customer, You have been selected to receive a limited reward. Sign in to prevent permanent account closure: http://account-security-check.example/login. Act immediately to avoid interruption of service. Reference ID: PH-0411.",phishing,1
phishing-0331,support@account-verification.net,Unusual Login Attempt Detected,"Dear Customer, Your package cannot be delivered until your address is confirmed. Unlock your account using the secure link: http://delivery-confirmation.example/update. Ignoring this message may result in account closure. Reference ID: PH-0331.","Unusual Login Attempt Detected Dear Customer, Your package cannot be delivered until your address is confirmed. Unlock your account using the secure link: http://delivery-confirmation.example/update. Ignoring this message may result in account closure. Reference ID: PH-0331.",phishing,1
safe-0460,updates@software.example,Team Performance Summary,"Hello, Thank you for subscribing to our newsletter. No action is required at this time. Thanks, The Community Team. Message reference: SAFE-0460.","Team Performance Summary Hello, Thank you for subscribing to our newsletter. No action is required at this time. Thanks, The Community Team. Message reference: SAFE-0460.",safe,0
phishing-0324,support@account-verification.net,Unusual Login Attempt Detected,"Dear Customer, Your mailbox will be disabled because it has exceeded its storage limit. Submit your banking information to receive the refund: http://refund-processing.example/verify. Act immediately to avoid interruption of service. Reference ID: PH-0324.","Unusual Login Attempt Detected Dear Customer, Your mailbox will be disabled because it has exceeded its storage limit. Submit your banking information to receive the refund: http://refund-processing.example/verify. Act immediately to avoid interruption of service. Reference ID: PH-0324.",phishing,1
safe-0140,orders@shop.example,Your Monthly Account Statement,"Hello, A new software update is available with performance improvements. Please contact your manager if you have any questions. Thank you, Human Resources. Message reference: SAFE-0140.","Your Monthly Account Statement Hello, A new software update is available with performance improvements. Please contact your manager if you have any questions. Thank you, Human Resources. Message reference: SAFE-0140.",safe,0
phishing-0076,support@account-verification.net,URGENT: Verify Your Account Immediately,"Dear Customer, An unauthorized login attempt was detected. Validate your identity within 24 hours: http://delivery-confirmation.example/update. Ignoring this message may result in account closure. Reference ID: PH-0076.","URGENT: Verify Your Account Immediately Dear Customer, An unauthorized login attempt was detected. Validate your identity within 24 hours: http://delivery-confirmation.example/update. Ignoring this message may result in account closure. Reference ID: PH-0076.",phishing,1
safe-0218,events@community.example,Team Performance Summary,"Hello, The project team completed this week's planned activities. You may ignore this message if you have already completed the task. Thanks, The Community Team. Message reference: SAFE-0218.","Team Performance Summary Hello, The project team completed this week's planned activities. You may ignore this message if you have already completed the task. Thanks, The Community Team. Message reference: SAFE-0218.",safe,0
phishing-0307,security@unknown-bank-alert.com,Claim Your Reward Before It Expires,"Dear Customer, Your package cannot be delivered until your address is confirmed. Sign in to prevent permanent account closure: http://secure-update.example/confirm-password. Failure to respond may result in permanent suspension. Reference ID: PH-0307.","Claim Your Reward Before It Expires Dear Customer, Your package cannot be delivered until your address is confirmed. Sign in to prevent permanent account closure: http://secure-update.example/confirm-password. Failure to respond may result in permanent suspension. Reference ID: PH-0307.",phishing,1
phishing-0003,security@cloud-storage-warning.net,Unusual Login Attempt Detected,"Dear Customer, We detected suspicious activity on your account. Update your payment information: http://mailbox-validation.example/signin. Act immediately to avoid interruption of service. Reference ID: PH-0003.","Unusual Login Attempt Detected Dear Customer, We detected suspicious activity on your account. Update your payment information: http://mailbox-validation.example/signin. Act immediately to avoid interruption of service. Reference ID: PH-0003.",phishing,1
safe-0023,updates@software.example,Team Performance Summary,"Hello, This is a reminder about the scheduled team meeting. We appreciate your continued participation. Sincerely, Customer Support. Message reference: SAFE-0023.","Team Performance Summary Hello, This is a reminder about the scheduled team meeting. We appreciate your continued participation. Sincerely, Customer Support. Message reference: SAFE-0023.",safe,0
phishing-0089,security@cloud-storage-warning.net,Confirm Your Banking Information,"Dear Customer, Your account has temporarily been suspended. Submit your banking information to receive the refund: http://account-security-check.example/login. This is your final security warning. Reference ID: PH-0089.","Confirm Your Banking Information Dear Customer, Your account has temporarily been suspended. Submit your banking information to receive the refund: http://account-security-check.example/login. This is your final security warning. Reference ID: PH-0089.",phishing,1
safe-0226,updates@software.example,Meeting Agenda for Tomorrow,"Hello, Your order has been processed and shipped. The meeting will take place during normal business hours. Sincerely, Customer Support. Message reference: SAFE-0226.","Meeting Agenda for Tomorrow Hello, Your order has been processed and shipped. The meeting will take place during normal business hours. Sincerely, Customer Support. Message reference: SAFE-0226.",safe,0
phishing-0425,billing@payment-review-alert.com,Final Warning: Account Will Be Closed,"Dear Customer, Your package cannot be delivered until your address is confirmed. Unlock your account using the secure link: http://reward-claim.example/winner. Failure to respond may result in permanent suspension. Reference ID: PH-0425.","Final Warning: Account Will Be Closed Dear Customer, Your package cannot be delivered until your address is confirmed. Unlock your account using the secure link: http://reward-claim.example/winner. Failure to respond may result in permanent suspension. Reference ID: PH-0425.",phishing,1
safe-0346,support@trusted-service.example,Thank You for Your Feedback,"Hello, The project team completed this week's planned activities. Please contact your manager if you have any questions. Regards, Account Services. Message reference: SAFE-0346.","Thank You for Your Feedback Hello, The project team completed this week's planned activities. Please contact your manager if you have any questions. Regards, Account Services. Message reference: SAFE-0346.",safe,0
phishing-0082,delivery@parcel-update-alert.com,URGENT: Verify Your Account Immediately,"Dear Customer, Your recent payment could not be processed. Validate your identity within 24 hours: http://secure-update.example/confirm-password. Act immediately to avoid interruption of service. Reference ID: PH-0082.","URGENT: Verify Your Account Immediately Dear Customer, Your recent payment could not be processed. Validate your identity within 24 hours: http://secure-update.example/confirm-password. Act immediately to avoid interruption of service. Reference ID: PH-0082.",phishing,1
phishing-0207,admin@secure-login-update.com,Package Delivery Failed,"Dear Customer, Your mailbox will be disabled because it has exceeded its storage limit. Update your payment information: http://payment-review.example/billing. Failure to respond may result in permanent suspension. Reference ID: PH-0207.","Package Delivery Failed Dear Customer, Your mailbox will be disabled because it has exceeded its storage limit. Update your payment information: http://payment-review.example/billing. Failure to respond may result in permanent suspension. Reference ID: PH-0207.",phishing,1
phishing-0051,security@unknown-bank-alert.com,Immediate Action Required,"Dear Customer, Your mailbox will be disabled because it has exceeded its storage limit. Unlock your account using the secure link: http://192.168.1.10/login/verify-account. This is your final security warning. Reference ID: PH-0051.","Immediate Action Required Dear Customer, Your mailbox will be disabled because it has exceeded its storage limit. Unlock your account using the secure link: http://192.168.1.10/login/verify-account. This is your final security warning. Reference ID: PH-0051.",phishing,1
safe-0240,support@trusted-service.example,Team Performance Summary,"Hello, Your order has been processed and shipped. The attached summary contains the latest approved information. Sincerely, Customer Support. Message reference: SAFE-0240.","Team Performance Summary Hello, Your order has been processed and shipped. The attached summary contains the latest approved information. Sincerely, Customer Support. Message reference: SAFE-0240.",safe,0
safe-0100,manager@company.example,Team Performance Summary,"Hello, Your order has been processed and shipped. You can review the information from your normal account dashboard. Sincerely, Customer Support. Message reference: SAFE-0100.","Team Performance Summary Hello, Your order has been processed and shipped. You can review the information from your normal account dashboard. Sincerely, Customer Support. Message reference: SAFE-0100.",safe,0
phishing-0432,security@cloud-storage-warning.net,Package Delivery Failed,"Dear Customer, Your recent payment could not be processed. Update your payment information: http://192.168.1.10/login/verify-account. Act immediately to avoid interruption of service. Reference ID: PH-0432.","Package Delivery Failed Dear Customer, Your recent payment could not be processed. Update your payment information: http://192.168.1.10/login/verify-account. Act immediately to avoid interruption of service. Reference ID: PH-0432.",phishing,1
safe-0254,orders@shop.example,Your Monthly Account Statement,"Hello, The project team completed this week's planned activities. You can review the information from your normal account dashboard. Regards, Account Services. Message reference: SAFE-0254.","Your Monthly Account Statement Hello, The project team completed this week's planned activities. You can review the information from your normal account dashboard. Regards, Account Services. Message reference: SAFE-0254.",safe,0
phishing-0429,security@cloud-storage-warning.net,Final Warning: Account Will Be Closed,"Dear Customer, We detected suspicious activity on your account. Update your payment information: http://mailbox-validation.example/signin. Failure to respond may result in permanent suspension. Reference ID: PH-0429.","Final Warning: Account Will Be Closed Dear Customer, We detected suspicious activity on your account. Update your payment information: http://mailbox-validation.example/signin. Failure to respond may result in permanent suspension. Reference ID: PH-0429.",phishing,1
safe-0038,orders@shop.example,Software Update Release Notes,"Hello, Your order has been processed and shipped. You may ignore this message if you have already completed the task. Sincerely, Customer Support. Message reference: SAFE-0038.","Software Update Release Notes Hello, Your order has been processed and shipped. You may ignore this message if you have already completed the task. Sincerely, Customer Support. Message reference: SAFE-0038.",safe,0
phishing-0001,support@account-verification.net,URGENT: Verify Your Account Immediately,"Dear Customer, Your identity information requires immediate verification. Sign in to prevent permanent account closure: http://payment-review.example/billing. This request will expire within 24 hours. Reference ID: PH-0001.","URGENT: Verify Your Account Immediately Dear Customer, Your identity information requires immediate verification. Sign in to prevent permanent account closure: http://payment-review.example/billing. This request will expire within 24 hours. Reference ID: PH-0001.",phishing,1
safe-0036,billing@subscription.example,Welcome to Our Newsletter,"Hello, Thank you for subscribing to our newsletter. No action is required at this time. Regards, Account Services. Message reference: SAFE-0036.","Welcome to Our Newsletter Hello, Thank you for subscribing to our newsletter. No action is required at this time. Regards, Account Services. Message reference: SAFE-0036.",safe,0
phishing-0300,support@account-verification.net,Security Alert: Password Confirmation Required,"Dear Customer, Your account has temporarily been suspended. Verify your password and OTP immediately: http://192.168.1.10/login/verify-account. This request will expire within 24 hours. Reference ID: PH-0300.","Security Alert: Password Confirmation Required Dear Customer, Your account has temporarily been suspended. Verify your password and OTP immediately: http://192.168.1.10/login/verify-account. This request will expire within 24 hours. Reference ID: PH-0300.",phishing,1
safe-0461,support@trusted-service.example,Thank You for Your Feedback,"Hello, A new software update is available with performance improvements. The meeting will take place during normal business hours. Thank you, Human Resources. Message reference: SAFE-0461.","Thank You for Your Feedback Hello, A new software update is available with performance improvements. The meeting will take place during normal business hours. Thank you, Human Resources. Message reference: SAFE-0461.",safe,0
phishing-0263,security@cloud-storage-warning.net,Confirm Your Banking Information,"Dear Customer, Your identity information requires immediate verification. Update your payment information: http://reward-claim.example/winner. Act immediately to avoid interruption of service. Reference ID: PH-0263.","Confirm Your Banking Information Dear Customer, Your identity information requires immediate verification. Update your payment information: http://reward-claim.example/winner. Act immediately to avoid interruption of service. Reference ID: PH-0263.",phishing,1
safe-0475,orders@shop.example,Monthly Subscription Receipt,"Hello, Your monthly statement is now available for review. You can review the information from your normal account dashboard. Thanks, The Community Team. Message reference: SAFE-0475.","Monthly Subscription Receipt Hello, Your monthly statement is now available for review. You can review the information from your normal account dashboard. Thanks, The Community Team. Message reference: SAFE-0475.",safe,0
phishing-0370,delivery@parcel-update-alert.com,Claim Your Reward Before It Expires,"Dear Customer, An unauthorized login attempt was detected. Confirm your account information now: http://refund-processing.example/verify. Act immediately to avoid interruption of service. Reference ID: PH-0370.","Claim Your Reward Before It Expires Dear Customer, An unauthorized login attempt was detected. Confirm your account information now: http://refund-processing.example/verify. Act immediately to avoid interruption of service. Reference ID: PH-0370.",phishing,1
safe-0377,notifications@calendar.example,Your Monthly Account Statement,"Hello, This is a reminder about the scheduled team meeting. No action is required at this time. Thanks, The Community Team. Message reference: SAFE-0377.","Your Monthly Account Statement Hello, This is a reminder about the scheduled team meeting. No action is required at this time. Thanks, The Community Team. Message reference: SAFE-0377.",safe,0
phishing-0372,delivery@parcel-update-alert.com,Confirm Your Banking Information,"Dear Customer, Your account has temporarily been suspended. Submit your banking information to receive the refund: http://192.168.1.10/login/verify-account. Failure to respond may result in permanent suspension. Reference ID: PH-0372.","Confirm Your Banking Information Dear Customer, Your account has temporarily been suspended. Submit your banking information to receive the refund: http://192.168.1.10/login/verify-account. Failure to respond may result in permanent suspension. Reference ID: PH-0372.",phishing,1
safe-0018,events@community.example,Meeting Agenda for Tomorrow,"Hello, Thank you for subscribing to our newsletter. We appreciate your continued participation. Regards, Account Services. Message reference: SAFE-0018.","Meeting Agenda for Tomorrow Hello, Thank you for subscribing to our newsletter. We appreciate your continued participation. Regards, Account Services. Message reference: SAFE-0018.",safe,0
safe-0320,updates@software.example,Employee Training Schedule,"Hello, Your monthly statement is now available for review. The meeting will take place during normal business hours. Thank you, Human Resources. Message reference: SAFE-0320.","Employee Training Schedule Hello, Your monthly statement is now available for review. The meeting will take place during normal business hours. Thank you, Human Resources. Message reference: SAFE-0320.",safe,0
safe-0079,updates@software.example,Your Order Has Been Shipped,"Hello, Your order has been processed and shipped. You can review the information from your normal account dashboard. Thank you, Human Resources. Message reference: SAFE-0079.","Your Order Has Been Shipped Hello, Your order has been processed and shipped. You can review the information from your normal account dashboard. Thank you, Human Resources. Message reference: SAFE-0079.",safe,0
safe-0480,orders@shop.example,Thank You for Your Feedback,"Hello, This message contains the agenda for our upcoming meeting. No action is required at this time. Thank you, Human Resources. Message reference: SAFE-0480.","Thank You for Your Feedback Hello, This message contains the agenda for our upcoming meeting. No action is required at this time. Thank you, Human Resources. Message reference: SAFE-0480.",safe,0
phishing-0498,billing@payment-review-alert.com,Immediate Action Required,"Dear Customer, Your package cannot be delivered until your address is confirmed. Update your payment information: http://account-security-check.example/login. Failure to respond may result in permanent suspension. Reference ID: PH-0498.","Immediate Action Required Dear Customer, Your package cannot be delivered until your address is confirmed. Update your payment information: http://account-security-check.example/login. Failure to respond may result in permanent suspension. Reference ID: PH-0498.",phishing,1
safe-0180,support@trusted-service.example,Thank You for Your Feedback,"Hello, Your order has been processed and shipped. Your existing password and account settings remain unchanged. Thanks, The Community Team. Message reference: SAFE-0180.","Thank You for Your Feedback Hello, Your order has been processed and shipped. Your existing password and account settings remain unchanged. Thanks, The Community Team. Message reference: SAFE-0180.",safe,0
safe-0161,team@project.example,Meeting Agenda for Tomorrow,"Hello, Here is the latest update from our team. Please contact your manager if you have any questions. Sincerely, Customer Support. Message reference: SAFE-0161.","Meeting Agenda for Tomorrow Hello, Here is the latest update from our team. Please contact your manager if you have any questions. Sincerely, Customer Support. Message reference: SAFE-0161.",safe,0
phishing-0190,delivery@parcel-update-alert.com,Tax Refund Confirmation Required,"Dear Customer, Your identity information requires immediate verification. Submit your banking information to receive the refund: http://payment-review.example/billing. This request will expire within 24 hours. Reference ID: PH-0190.","Tax Refund Confirmation Required Dear Customer, Your identity information requires immediate verification. Submit your banking information to receive the refund: http://payment-review.example/billing. This request will expire within 24 hours. Reference ID: PH-0190.",phishing,1
phishing-0417,billing@payment-review-alert.com,URGENT: Verify Your Account Immediately,"Dear Customer, An unauthorized login attempt was detected. Update your payment information: http://secure-update.example/confirm-password. This is your final security warning. Reference ID: PH-0417.","URGENT: Verify Your Account Immediately Dear Customer, An unauthorized login attempt was detected. Update your payment information: http://secure-update.example/confirm-password. This is your final security warning. Reference ID: PH-0417.",phishing,1
safe-0404,events@community.example,Community Event Invitation,"Hello, The project team completed this week's planned activities. Please contact your manager if you have any questions. Thanks, The Community Team. Message reference: SAFE-0404.","Community Event Invitation Hello, The project team completed this week's planned activities. Please contact your manager if you have any questions. Thanks, The Community Team. Message reference: SAFE-0404.",safe,0
phishing-0173,admin@secure-login-update.com,Confirm Your Banking Information,"Dear Customer, Your package cannot be delivered until your address is confirmed. Confirm your delivery address: http://mailbox-validation.example/signin. This request will expire within 24 hours. Reference ID: PH-0173.","Confirm Your Banking Information Dear Customer, Your package cannot be delivered until your address is confirmed. Confirm your delivery address: http://mailbox-validation.example/signin. This request will expire within 24 hours. Reference ID: PH-0173.",phishing,1
safe-0390,notifications@calendar.example,Software Update Release Notes,"Hello, This message contains the agenda for our upcoming meeting. You may ignore this message if you have already completed the task. Thank you, Human Resources. Message reference: SAFE-0390.","Software Update Release Notes Hello, This message contains the agenda for our upcoming meeting. You may ignore this message if you have already completed the task. Thank you, Human Resources. Message reference: SAFE-0390.",safe,0
phishing-0386,helpdesk@password-confirmation.net,Immediate Action Required,"Dear Customer, You have been selected to receive a limited reward. Sign in to prevent permanent account closure: http://reward-claim.example/winner. This is your final security warning. Reference ID: PH-0386.","Immediate Action Required Dear Customer, You have been selected to receive a limited reward. Sign in to prevent permanent account closure: http://reward-claim.example/winner. This is your final security warning. Reference ID: PH-0386.",phishing,1
phishing-0368,support@account-verification.net,Unusual Login Attempt Detected,"Dear Customer, Your package cannot be delivered until your address is confirmed. Verify your password and OTP immediately: http://payment-review.example/billing. Act immediately to avoid interruption of service. Reference ID: PH-0368.","Unusual Login Attempt Detected Dear Customer, Your package cannot be delivered until your address is confirmed. Verify your password and OTP immediately: http://payment-review.example/billing. Act immediately to avoid interruption of service. Reference ID: PH-0368.",phishing,1
phishing-0287,delivery@parcel-update-alert.com,Confirm Your Banking Information,"Dear Customer, Your mailbox will be disabled because it has exceeded its storage limit. Update your payment information: http://secure-update.example/confirm-password. Failure to respond may result in permanent suspension. Reference ID: PH-0287.","Confirm Your Banking Information Dear Customer, Your mailbox will be disabled because it has exceeded its storage limit. Update your payment information: http://secure-update.example/confirm-password. Failure to respond may result in permanent suspension. Reference ID: PH-0287.",phishing,1
phishing-0412,service@urgent-account-check.com,Your Payment Was Declined,"Dear Customer, You have been selected to receive a limited reward. Submit your banking information to receive the refund: http://192.168.1.10/login/verify-account. Failure to respond may result in permanent suspension. Reference ID: PH-0412.","Your Payment Was Declined Dear Customer, You have been selected to receive a limited reward. Submit your banking information to receive the refund: http://192.168.1.10/login/verify-account. Failure to respond may result in permanent suspension. Reference ID: PH-0412.",phishing,1
safe-0088,support@trusted-service.example,Reminder: Upcoming Team Meeting,"Hello, Here is the latest update from our team. Please contact your manager if you have any questions. Thanks, The Community Team. Message reference: SAFE-0088.","Reminder: Upcoming Team Meeting Hello, Here is the latest update from our team. Please contact your manager if you have any questions. Thanks, The Community Team. Message reference: SAFE-0088.",safe,0
phishing-0183,helpdesk@password-confirmation.net,Final Warning: Account Will Be Closed,"Dear Customer, We detected suspicious activity on your account. Submit your banking information to receive the refund: http://delivery-confirmation.example/update. This is your final security warning. Reference ID: PH-0183.","Final Warning: Account Will Be Closed Dear Customer, We detected suspicious activity on your account. Submit your banking information to receive the refund: http://delivery-confirmation.example/update. This is your final security warning. Reference ID: PH-0183.",phishing,1
safe-0498,newsletter@company.example,Welcome to Our Newsletter,"Hello, Your monthly statement is now available for review. We appreciate your continued participation. Regards, The Support Team. Message reference: SAFE-0498.","Welcome to Our Newsletter Hello, Your monthly statement is now available for review. We appreciate your continued participation. Regards, The Support Team. Message reference: SAFE-0498.",safe,0
phishing-0111,service@urgent-account-check.com,Package Delivery Failed,"Dear Customer, Your account has temporarily been suspended. Submit your banking information to receive the refund: http://payment-review.example/billing. This is your final security warning. Reference ID: PH-0111.","Package Delivery Failed Dear Customer, Your account has temporarily been suspended. Submit your banking information to receive the refund: http://payment-review.example/billing. This is your final security warning. Reference ID: PH-0111.",phishing,1
phishing-0277,helpdesk@password-confirmation.net,Immediate Action Required,"Dear Customer, Your recent payment could not be processed. Unlock your account using the secure link: http://delivery-confirmation.example/update. Failure to respond may result in permanent suspension. Reference ID: PH-0277.","Immediate Action Required Dear Customer, Your recent payment could not be processed. Unlock your account using the secure link: http://delivery-confirmation.example/update. Failure to respond may result in permanent suspension. Reference ID: PH-0277.",phishing,1
